time	drag	lift	pdiff
0.0040	0.1440206918165591	-0.00022849524477168342	0.08946459378377492
0.0080	0.15083021427047638	-0.0003303365943211159	0.09212868477082914
0.0120	0.15577229083705812	-0.00036780369411806526	0.09392725640316579
0.0160	0.16003132594329378	-0.0003881566981385313	0.09547004895963851
0.0200	0.16384787141923918	-0.0003999134895902331	0.09685084120250809
0.0240	0.1673450066150897	-0.0004069005484383727	0.09811556243420227
0.0280	0.17059742866045144	-0.0004111854060643149	0.09929182603694997
0.0320	0.17365456066904938	-0.00041391724022765865	0.10039779259614989
0.0360	0.17655115303377614	-0.0004157432039769744	0.10144616000796047
0.0400	0.17931277921400116	-0.00041703252388957377	0.10244622551990135
0.0440	0.18195893139424715	-0.0004179987069424703	0.10340504536648809
0.0480	0.18450488266549245	-0.0004187666022679293	0.10432813035169086
0.0520	0.1869628692010618	-0.00041940958751676157	0.10521988552880823
0.0560	0.18934287485778561	-0.0004199705343711838	0.1060839004653682
0.0600	0.19165317145960123	-0.0004204738902445062	0.10692314797282865
0.0640	0.1939007024670902	-0.0004209328156076278	0.10774012442099368
0.0680	0.19609136258800844	-0.00042135350699817734	0.10853695144542297
0.0720	0.19823020609994038	-0.00042173787480555763	0.10931545135600818
0.0760	0.20032160503491797	-0.00042208523180534987	0.11007720415329758
0.0800	0.20236937128879767	-0.0004223933705552315	0.11082359138191045
0.0840	0.20437685225263835	-0.0004226592541769806	0.11155583037008732
0.0880	0.2063470066674761	-0.00042287945786240866	0.11227500131996704
0.0920	0.20828246529689937	-0.0004230504479578237	0.11298206888362827
0.0960	0.2101855811386907	-0.0004231687513915937	0.11367790026722879
0.1000	0.21205846815776933	-0.00042323105748341927	0.11436327856311523
0.1040	0.21390303526427973	-0.0004232342725336515	0.11503891501235164
0.1080	0.21572101582361516	-0.00042317554114168054	0.1157054599687869
0.1120	0.21751398673005182	-0.00042305224938961875	0.11636350856657773
0.1160	0.21928339204207575	-0.0004228620193769282	0.11701361022924972
0.1200	0.22103055685671952	-0.00042260269201904504	0.11765627286517544
0.1240	0.22275670232861308	-0.00042227230825206977	0.11829196845583123
0.1280	0.22446295739002742	-0.0004218690885927965	0.11892113712177921
0.1320	0.22615036988028714	-0.00042139141439657556	0.11954419127296012
0.1360	0.2278199139548248	-0.0004208378045403985	0.12016151781775908
0.1400	0.22947249937882203	-0.0004202068977665874	0.12077348187228432
0.1440	0.23110897754317805	-0.00041949743930137605	0.12138042868379517
0.1480	0.23273014768418637	-0.0004187082630876425	0.12198268591620554
0.1520	0.23433676136282305	-0.0004178382747052658	0.12258056504493786
0.1560	0.23592952834481376	-0.0004168864433341815	0.12317436379227154
0.1600	0.23750911993389973	-0.00041585179408139847	0.12376436710983407
0.1640	0.23907617201530418	-0.0004147333870011124	0.12435084811401509
0.1680	0.24063128880173934	-0.00041353031901012366	0.12493406956705322
0.1720	0.242175046376658	-0.0004122417160150379	0.1255142853169493
0.1760	0.24370799402460713	-0.0004108667233560119	0.12609174043886529
0.1800	0.24523065718557086	-0.000409404501763695	0.12666667246807595
0.1840	0.24674353938202975	-0.00040785422311164063	0.12723931204832173
0.1880	0.2482471240711817	-0.00040621506654311664	0.12780988358989198
0.1920	0.24974187631799066	-0.0004044862152198614	0.12837860586429417
0.1960	0.2512282443091129	-0.0004026668535949254	0.1289456925424819
0.2000	0.25270666072549347	-0.00040075616513651313	0.12951135268292402
0.2040	0.2541775439891979	-0.0003987533304452747	0.13007579117503654
0.2080	0.2556412993980483	-0.0003966575257189782	0.13063920914278382
0.2120	0.2570983201598362	-0.0003944679215142238	0.13120180431261153
0.2160	0.25854898821662536	-0.000392183681301403	0.13176377127508954
0.2200	0.25999367569785037	-0.00038980396730031454	0.1323253021588111
0.2240	0.26143274455509236	-0.0003873279174358249	0.132886586190605
0.2280	0.26286654853418434	-0.0003847546756702119	0.1334478107342607
0.2320	0.2642954327052356	-0.00038208337900572835	0.1340091608167343
0.2360	0.2657197353400758	-0.0003793131480871668	0.1345708201378396
0.2400	0.2671397873330059	-0.00037644309814759515	0.13513297055397533
0.2440	0.26855591316458194	-0.0003734723372518095	0.1356957925449953
0.2480	0.2699684318346134	-0.00037039996030965763	0.13625946566629998
0.2520	0.2713776562957773	-0.0003672250637669701	0.1368241680760568
0.2560	0.2727838943116079	-0.00036394673206638383	0.13739007696716865
0.2600	0.2741874500227688	-0.0003605640336857316	0.13795736943953052
0.2640	0.2755886216023686	-0.000357076050856766	0.13852622094187939
0.2680	0.2769877048710151	-0.00035348184627051834	0.13909680744860442
0.2720	0.2783849903567043	-0.0003497804826667118	0.13966930353745066
0.2760	0.27978076624091713	-0.00034597101925906714	0.14024388416294276
0.2800	0.28117531699433546	-0.00034205251229151056	0.1408207237291088
0.2840	0.2825689242085212	-0.00033802401622280687	0.14139999654992808
0.2880	0.28396186671748475	-0.00033388458498215387	0.1419818768656892
0.2920	0.285354420798683	-0.0003296332730280757	0.14256653891443982
0.2960	0.28674686025777174	-0.00032526913957748167	0.14315415693520273
0.3000	0.28813945720060047	-0.00032079123494566266	0.14374490560253217
0.3040	0.2895324807180602	-0.00031619863021339754	0.14433895916260797
0.3080	0.29092619887087945	-0.00031149038902131173	0.14493649263706043
0.3120	0.29232087785588357	-0.00030666559914343356	0.1455376812580934
0.3160	0.29371678189888495	-0.0003017233280147796	0.14614270037225296
0.3200	0.29511417358310577	-0.0002966626746181843	0.14675172561566963
0.3240	0.2965133148884177	-0.0002914827599610126	0.14736493353079094
0.3280	0.2979144657187949	-0.00028618267815208	0.14798250061900908
0.3320	0.2993178846922112	-0.0002807615761927729	0.14860460381351426
0.3360	0.3007238301757986	-0.0002752186083927485	0.14923142109926568
0.3400	0.30213255824851154	-0.00026955293658370024	0.1498631302184913
0.3440	0.30354432482243077	-0.0002637637524754758	0.1504999099806027
0.3480	0.30495938476839446	-0.00025785027714887374	0.15114193969081768
0.3520	0.30637799165536417	-0.0002518117313418422	0.15178939897430987
0.3560	0.307800398493574	-0.00024564739075073883	0.1524424682240908
0.3600	0.30922685741742595	-0.00023935654183140285	0.15310132838648327
0.3640	0.3106576197660814	-0.000232938511962171	0.15376616099698615
0.3680	0.3120929362050043	-0.00022639266453740962	0.15443714824218546
0.3720	0.3135330563660977	-0.00021971838180408361	0.15511447272289558
0.3760	0.31497822963546834	-0.0002129151005339323	0.155798317932328
0.3800	0.3164287043177927	-0.00020598229312393683	0.15648886772002124
0.3840	0.3178847284301392	-0.0001989194755756298	0.15718630677617818
0.3880	0.31934654884644975	-0.00019172621054415375	0.15789082008334376
0.3920	0.3208144120825561	-0.0001844021057755915	0.15860259339583715
0.3960	0.3222885639914135	-0.0001769468177721445	0.15932181303294957
0.4000	0.3237692493539889	-0.00016936006834186848	0.1600486656106257
0.4040	0.32525671303261716	-0.00016164163193570593	0.16078333874665818
0.4080	0.32675119847681505	-0.00015379132532717372	0.16152602010910588
0.4120	0.3282529487466962	-0.00014580906701280806	0.16227689804121737
0.4160	0.32976220625350094	-0.00013769478606953463	0.16303616138000476
0.4200	0.33127921225302137	-0.00012944852036879444	0.16380399911860588
0.4240	0.33280420797616556	-0.00012107036703782643	0.1645806010917078
0.4280	0.33433743322441706	-0.00011256049932831926	0.1653661570711985
0.4320	0.3358791270053701	-0.00010391914514651279	0.16616085714278606
0.4360	0.33742952807764215	-9.514664588319636e-05	0.16696489201306597
